Feature ID	Taxon	Confidence
d7b1c53213b09c221a0fb0023ecafbf4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia; s__	0.995043031757175
967ac11542d336700226d146b9a3b992	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__	0.9957985902997512
6a14114e1a3f738217028e2894f54603	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Sporobacter; s__	0.989359492815883
151e73a4959a330e98c20fd9d765fbcc	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella; s__	0.8716099282800013
86f998fd40f03a7c71edccb834917a68	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.7374176922521761
6c90f76d9904649fd96ef7e683f9f834	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__	0.7257571379842013
615c1018d71f4336d1603929274df0d4	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Humibacter; s__	0.9511344452756937
48ed52a247ea411d07d779286730a899	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__	0.9999999992307522
43f0e65067ff5c70495b256409b6038c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999999903881603
11900f9881df52243e4e4892e9e8c583	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__uncultured; g__uncultured; s__	0.999598695498282
1c014902a9b330773ead1ec0cef492fa	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.9990368286858621
abd27447031c6e3c3333e94d2ef5022b	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__	0.9998604255773986
d03b37f134b2cc6b4bd564564528169e	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1)	0.9999999754607412
c03ff3614a0f6b4220b94c63b7b62d87	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1)	0.999999983904488
91e414d639561e007736e34aba6b67e2	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.9998351413335818
ea97a025e33ebdf8a5e21d77ccbeb92f	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__	0.9361203890661992
d7e8ca2019d8b178b456d78f809e2910	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__; s__	0.8088096342373804
75c4f285db5cdb0fab1d1277f8351b94	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__	0.9865931062352665
